"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_26356","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_27611","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_27612","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_27613","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_49698","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_52014","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"group_7174","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","1","0","1","1.0","1.0"
"group_7726","","hypothetical protein","0","2","179","27","0.0","93.10344827586206","0.0","0.018859160163507395","1.0","1.0","2","0","2","0.5","0.5"
"tonB","","hypothetical protein","164","22","15","7","91.62011173184358","24.137931034482758","3.478787878787879","0.01894575020206758","1.0","1.0","10","6","5","0.7539062500000002","1.0"
"group_4821","","hypothetical protein","15","7","164","22","8.379888268156424","75.86206896551724","0.2874564459930314","0.01894575020206758","1.0","1.0","10","6","6","0.7539062500000002","0.7539062500000002"
"group_5004","","hypothetical protein","15","7","164","22","8.379888268156424","75.86206896551724","0.2874564459930314","0.01894575020206758","1.0","1.0","8","5","4","0.7265625000000002","1.0"
"group_5011","","hypothetical protein","15","7","164","22","8.379888268156424","75.86206896551724","0.2874564459930314","0.01894575020206758","1.0","1.0","4","2","2","1.0","1.0"
"group_5282","","hypothetical protein","15","7","164","22","8.379888268156424","75.86206896551724","0.2874564459930314","0.01894575020206758","1.0","1.0","3","1","2","1.0","1.0"
"scmP","","Hippurate hydrolase","123","13","56","16","68.71508379888269","55.172413793103445","2.7032967032967035","0.019346962679278976","1.0","1.0","20","13","10","0.2631759643554687","1.0"
"group_4187","","hypothetical protein","22","9","157","20","12.290502793296088","68.96551724137932","0.31139419674451524","0.020077005998263713","1.0","1.0","13","11","4","0.022460937500000003","0.26684570312499983"
"group_10420","ureF","Urease accessory protein UreF","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_10532","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","2","1","2","0.5","1.0"
"group_10564","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_10565","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_11347","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","4","2","3","0.625","1.0"
"group_11382","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","3","2","2","1.0","1.0"
"group_11397","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","4","1","3","0.625","0.625"
"group_11403","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_11404","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_11492","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","3","2","2","1.0","1.0"
"group_11543","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","3","2","2","1.0","1.0"
"group_11978","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","2","1","2","0.5","1.0"
"group_13091","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_13368","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","3","2","2","1.0","1.0"
"group_5878","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","2","1","2","0.5","1.0"
"group_7519","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","3","2","2","1.0","1.0"
"group_8911","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","5","2","3","1.0","1.0"
"group_9449","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","4","2","3","0.625","1.0"
"group_9459","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","4","2","3","0.625","1.0"
"group_9826","","hypothetical protein","2","3","177","26","1.1173184357541899","89.65517241379311","0.09792843691148775","0.020246322833535203","1.0","1.0","2","1","2","0.5","1.0"
"group_3429","","hypothetical protein","39","1","140","28","21.787709497206702","96.55172413793103","7.8","0.020270935690237336","1.0","1.0","10","9","1","0.021484374999999997","0.021484374999999997"
"xpkA","","Xylulose-5-phosphate phosphoketolase","40","1","139","28","22.3463687150838","96.55172413793103","8.057553956834532","0.020730775443999407","1.0","1.0","9","8","1","0.0390625","0.0390625"
"group_6236","","hypothetical protein","8","5","171","24","4.4692737430167595","82.75862068965517","0.22456140350877193","0.02151286511303309","1.0","1.0","3","1","2","1.0","1.0"
"group_6598","","hypothetical protein","8","5","171","24","4.4692737430167595","82.75862068965517","0.22456140350877193","0.02151286511303309","1.0","1.0","3","3","1","0.25","1.0"
"group_6694","","hypothetical protein","8","5","171","24","4.4692737430167595","82.75862068965517","0.22456140350877193","0.02151286511303309","1.0","1.0","5","2","4","0.375","1.0"
"group_6896","","hypothetical protein","8","5","171","24","4.4692737430167595","82.75862068965517","0.22456140350877193","0.02151286511303309","1.0","1.0","5","4","1","0.375","0.375"
"group_3339","","hypothetical protein","31","11","148","18","17.318435754189945","62.06896551724138","0.34275184275184273","0.021812022811987755","1.0","1.0","5","4","3","0.375","1.0"
"group_3427","","Urea transporter","31","11","148","18","17.318435754189945","62.06896551724138","0.34275184275184273","0.021812022811987755","1.0","1.0","11","6","6","0.9999999999999997","0.9999999999999997"
"group_2228","","hypothetical protein","63","17","116","12","35.19553072625698","41.37931034482759","0.38336713995943206","0.022766668621736468","1.0","1.0","13","5","9","0.26684570312499983","0.5810546875"
"rapZ","","RNase adapter protein RapZ","174","25","5","4","97.20670391061452","13.793103448275861","5.568","0.023598356725340195","1.0","1.0","5","3","4","0.375","1.0"
"group_6626","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","6","2","4","0.6875000000000002","0.6875000000000002"
"group_6701","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","5","3","4","0.375","1.0"
"group_6934","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","6","2","4","0.6875000000000002","0.6875000000000002"
"group_7810","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","8","5","4","0.7265625000000002","1.0"
"group_7829","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","8","5","4","0.7265625000000002","1.0"
"group_7930","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","7","4","4","0.9999999999999998","0.9999999999999998"
"group_8039","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","4","3","1","0.625","0.625"
"group_8059","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","2","2","1","0.5","1.0"
"group_8068","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","5","4","2","0.375","1.0"
"yjhB","","Putative metabolite transport protein YjhB","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","6","4","3","0.6875000000000002","1.0"
"group_8618","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","6","4","2","0.6875000000000002","0.6875000000000002"
"group_9226","","hypothetical protein","5","4","174","25","2.793296089385475","86.20689655172413","0.17959770114942528","0.023598356725340195","1.0","1.0","3","3","1","0.25","1.0"
"group_5289","","hypothetical protein","12","6","167","23","6.70391061452514","79.3103448275862","0.2754491017964072","0.024278416897565883","1.0","1.0","4","3","1","0.625","0.625"
"group_5581","","hypothetical protein","12","6","167","23","6.70391061452514","79.3103448275862","0.2754491017964072","0.024278416897565883","1.0","1.0","4","3","1","0.625","0.625"
"group_5587","","hypothetical protein","12","6","167","23","6.70391061452514","79.3103448275862","0.2754491017964072","0.024278416897565883","1.0","1.0","4","2","3","0.625","1.0"
"group_5588","","hypothetical protein","12","6","167","23","6.70391061452514","79.3103448275862","0.2754491017964072","0.024278416897565883","1.0","1.0","4","2","3","0.625","1.0"
"group_5590","","hypothetical protein","12","6","167","23","6.70391061452514","79.3103448275862","0.2754491017964072","0.024278416897565883","1.0","1.0","3","3","1","0.25","1.0"
"group_5591","","hypothetical protein","12","6","167","23","6.70391061452514","79.3103448275862","0.2754491017964072","0.024278416897565883","1.0","1.0","3","2","1","1.0","1.0"
"group_4419","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","11","8","5","0.22656250000000003","0.9999999999999997"
"group_4497","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","5","3","2","1.0","1.0"
"dsbA_1","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","4","2","2","1.0","1.0"
"gntP","","High-affinity gluconate transporter","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","8","4","5","0.7265625000000002","1.0"
"group_4911","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","6","4","2","0.6875000000000002","0.6875000000000002"
"group_4915","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","5","3","2","1.0","1.0"
"group_5159","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","2","1","1","1.0","1.0"
"group_5283","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","3","1","2","1.0","1.0"
"group_5437","","hypothetical protein","16","7","163","22","8.938547486033519","75.86206896551724","0.30850131463628394","0.02453361524699099","1.0","1.0","3","2","1","1.0","1.0"
"appA","","hypothetical protein","102","23","77","6","56.98324022346368","20.689655172413794","0.3455674760022586","0.02490360421598523","1.0","1.0","13","4","10","0.09228515625000003","0.26684570312499983"
"btuB_1","","Vitamin B12 transporter BtuB","55","3","124","26","30.726256983240223","89.65517241379311","3.8440860215053765","0.024977861735776426","1.0","1.0","13","12","3","0.0034179687499999996","0.09228515625000003"
"group_3978","","hypothetical protein","24","9","155","20","13.40782122905028","68.96551724137932","0.34408602150537637","0.02583379134178558","1.0","1.0","6","2","4","0.6875000000000002","0.6875000000000002"
"group_4069","","hypothetical protein","24","9","155","20","13.40782122905028","68.96551724137932","0.34408602150537637","0.02583379134178558","1.0","1.0","12","9","4","0.14599609375000003","0.3876953125000001"
"yybR","","hypothetical protein","132","15","47","14","73.74301675977654","48.275862068965516","2.6212765957446806","0.026097000915860286","1.0","1.0","19","12","9","0.3592834472656249","1.0"
"cutA","","Divalent-cation tolerance protein CutA","92","8","87","21","51.39664804469274","72.41379310344827","2.7758620689655173","0.02627714707163121","1.0","1.0","8","7","5","0.0703125","0.7265625000000002"
"rayT","","hypothetical protein","83","7","96","22","46.36871508379888","75.86206896551724","2.7172619047619047","0.02713607575020592","1.0","1.0","18","13","5","0.09625244140624999","0.09625244140624999"
"msrP","","Protein-methionine-sulfoxide reductase catalytic subunit MsrP","131","15","48","14","73.18435754189943","48.275862068965516","2.547222222222222","0.027568897724252618","1.0","1.0","13","8","7","0.5810546875","0.9999999999999999"
"hipA","","hypothetical protein","96","9","83","20","53.63128491620112","68.96551724137932","2.570281124497992","0.02802740509422291","1.0","1.0","21","16","9","0.026603698730468753","0.6636238098144525"
"group_3195","","hypothetical protein","34","11","145","18","18.994413407821227","62.06896551724138","0.38369905956112854","0.02894177875536512","1.0","1.0","7","5","3","0.4531249999999996","0.9999999999999998"
"group_3851","","hypothetical protein","25","0","154","29","13.966480446927374","100.0","inf","0.029231258680907223","1.0","1.0","5","5","0","0.0625","0.0625"
"group_4647","","hypothetical protein","25","0","154","29","13.966480446927374","100.0","inf","0.029231258680907223","1.0","1.0","8","8","0","0.0078125","0.0078125"
"group_4661","","hypothetical protein","25","0","154","29","13.966480446927374","100.0","inf","0.029231258680907223","1.0","1.0","2","2","0","0.5","0.5"
"dksA_2","","hypothetical protein","25","0","154","29","13.966480446927374","100.0","inf","0.029231258680907223","1.0","1.0","3","3","0","0.25","0.25"
"group_2622","","hypothetical protein","49","14","130","15","27.37430167597765","51.724137931034484","0.40384615384615385","0.029604438682985425","1.0","1.0","10","5","5","1.0","1.0"
"group_4663","","hypothetical protein","26","0","153","29","14.52513966480447","100.0","inf","0.029713311870394027","1.0","1.0","8","8","0","0.0078125","0.0078125"
"group_4688","","hypothetical protein","26","0","153","29","14.52513966480447","100.0","inf","0.029713311870394027","1.0","1.0","3","3","0","0.25","0.25"
"susB","","Glucan 1,4-alpha-glucosidase SusB","24","0","155","29","13.40782122905028","100.0","inf","0.029895301019740188","1.0","1.0","4","4","0","0.125","0.125"
"group_4559","","hypothetical protein","24","0","155","29","13.40782122905028","100.0","inf","0.029895301019740188","1.0","1.0","6","6","0","0.03125","0.03125"
"group_4746","","hypothetical protein","24","0","155","29","13.40782122905028","100.0","inf","0.029895301019740188","1.0","1.0","8","8","0","0.0078125","0.0078125"
"adoK","","Adenosine kinase","24","0","155","29","13.40782122905028","100.0","inf","0.029895301019740188","1.0","1.0","3","3","0","0.25","0.25"
"zapA","","Cell division protein ZapA","170","24","9","5","94.97206703910615","17.24137931034483","3.935185185185185","0.03015105111838824","1.0","1.0","4","3","2","0.625","1.0"
"hasA","","Hemophore HasA","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","6","4","2","0.6875000000000002","0.6875000000000002"
"dtpB","","Dipeptide and tripeptide permease B","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","6","4","3","0.6875000000000002","1.0"
"group_6140","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","3","1","2","1.0","1.0"
"group_6153","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","3","2","2","1.0","1.0"
"group_6208","rcsA","Transcriptional regulatory protein RcsA","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","6","4","3","0.6875000000000002","1.0"
"group_6259","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","5","5","1","0.0625","0.375"
"group_6360","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","4","4","1","0.125","0.625"
"group_6362","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","5","4","2","0.375","1.0"
"group_6365","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","4","4","1","0.125","0.625"
"group_6892","","hypothetical protein","9","5","170","24","5.027932960893855","82.75862068965517","0.2541176470588235","0.030151051118388242","1.0","1.0","4","3","1","0.625","0.625"
"mshD","","hypothetical protein","62","4","117","25","34.63687150837989","86.20689655172413","3.3119658119658117","0.030471840640038952","1.0","1.0","19","17","4","0.0007286071777343752","0.019210815429687503"
"proC_1","","hypothetical protein","46","2","133","27","25.69832402234637","93.10344827586206","4.669172932330827","0.030565027424382225","1.0","1.0","14","12","2","0.012939453124999998","0.012939453124999998"
"group_2433","","hypothetical protein","45","2","134","27","25.139664804469277","93.10344827586206","4.5335820895522385","0.030708836243015118","1.0","1.0","12","10","2","0.038574218750000014","0.038574218750000014"
"group_2670","","hypothetical protein","45","2","134","27","25.139664804469277","93.10344827586206","4.5335820895522385","0.030708836243015118","1.0","1.0","10","9","1","0.021484374999999997","0.021484374999999997"
"group_3103","","hypothetical protein","45","2","134","27","25.139664804469277","93.10344827586206","4.5335820895522385","0.030708836243015118","1.0","1.0","11","9","2","0.06542968749999997","0.06542968749999997"
"group_3057","","hypothetical protein","47","2","132","27","26.256983240223462","93.10344827586206","4.806818181818182","0.03113936763224394","1.0","1.0","9","8","2","0.0390625","0.17968750000000003"
"rimK","","hypothetical protein","160","21","19","8","89.3854748603352","27.586206896551722","3.208020050125313","0.03134451082667567","1.0","1.0","9","5","7","0.17968750000000003","1.0"
"group_3749","","hypothetical protein","19","8","160","21","10.614525139664805","72.41379310344827","0.31171875","0.03134451082667568","1.0","1.0","12","6","6","1.0","1.0"
"group_1170","","hypothetical protein","44","2","135","27","24.581005586592177","93.10344827586206","4.4","0.03157285067133503","1.0","1.0","8","7","2","0.0703125","0.2890624999999999"
"cdpA_2","","hypothetical protein","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","11","8","3","0.22656250000000003","0.22656250000000003"
"group_5125","","hypothetical protein","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","14","9","6","0.4239501953124999","0.7905273437500004"
"group_5162","","hypothetical protein","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","4","3","1","0.625","0.625"
"gadA","","Glutamate decarboxylase","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","9","7","3","0.17968750000000003","0.5078125"
"group_5592","","hypothetical protein","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","3","3","1","0.25","1.0"
"group_5936","","hypothetical protein","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","5","3","2","1.0","1.0"
"group_6341","","hypothetical protein","13","6","166","23","7.262569832402235","79.3103448275862","0.3002008032128514","0.03195417628111026","1.0","1.0","3","2","1","1.0","1.0"
"phnW","","2-aminoethylphosphonate--pyruvate transaminase","54","15","125","14","30.16759776536313","48.275862068965516","0.4032","0.03227884027135139","1.0","1.0","16","9","8","0.8036193847656252","1.0"
"katG","","Catalase-peroxidase","125","14","54","15","69.83240223463687","51.724137931034484","2.4801587301587302","0.032278840271351396","1.0","1.0","20","9","11","0.8238029479980463","0.8238029479980463"
"pepN_2","","hypothetical protein","36","1","143","28","20.11173184357542","96.55172413793103","7.048951048951049","0.033669227847480776","1.0","1.0","5","4","1","0.375","0.375"
